Dedham - Dedham High,129,35,6,7,  57.0
Dedham - Dedham High,88,65,13,2,N/A
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,111,80,10,4,  62.0
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,102,61,29,12,  54.0
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,77,79,29,6,N/A
Douglas - Douglas High School,50,43,2,0,  72.0
Douglas - Douglas High School,39,30,18,9,  38.0
Douglas - Douglas High School,22,51,19,1,N/A
Dover-Sherborn - Dover-Sherborn Regional High,133,17,0,0,  78.0
Dover-Sherborn - Dover-Sherborn Regional High,123,24,2,0,  70.0
Dover-Sherborn - Dover-Sherborn Regional High,112,33,2,0,N/A
Dracut - Dracut Senior High,102,87,4,3,  60.0
Dracut - Dracut Senior High,119,52,16,7,  64.5
Dracut - Dracut Senior High,58,93,35,2,N/A
Dudley-Charlton Reg - Shepherd Hill Regional High,125,118,6,5,  39.0
Dudley-Charlton Reg - Shepherd Hill Regional High,146,60,38,10,  47.0
Dudley-Charlton Reg - Shepherd Hill Regional High,79,126,36,7,N/A
Duxbury - Duxbury High,175,72,1,1,  53.0
Duxbury - Duxbury High,186,50,9,1,  52.0
Duxbury - Duxbury High,141,87,15,0,N/A
East Longmeadow - East Longmeadow High,111,90,4,0,  39.0
East Longmeadow - East Longmeadow High,108,73,22,3,  38.0
East Longmeadow - East Longmeadow High,75,91,33,0,N/A
Easthampton - Easthampton High,50,65,9,2,  47.0
Easthampton - Easthampton High,57,44,17,4,  54.0
Easthampton - Easthampton High,35,62,12,4,N/A
Easton - Oliver Ames High,168,115,9,3,  52.0
Easton - Oliver Ames High,183,77,23,11,  50.0
Easton - Oliver Ames High,62,152,71,6,N/A
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),29,61,2,0,  56.0
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),22,32,29,10,  26.5
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),1,37,35,1,N/A
Essex North Shore Agricultural and Technical School District - Essex Technical High School,229,111,4,0,  70.0
Essex North Shore Agricultural and Technical School District - Essex Technical High School,175,122,39,8,  48.0
Essex North Shore Agricultural and Technical School District - Essex Technical High School,116,181,36,4,N/A
Everett - Everett High,155,204,61,28,  54.0
Everett - Everett High,147,125,101,73,  46.0
Everett - Everett High,60,179,141,27,N/A
Fairhaven - Fairhaven High,61,72,11,1,  39.5
Fairhaven - Fairhaven High,98,36,10,4,  69.0
Fairhaven - Fairhaven High,39,44,55,2,N/A
Fall River - B M C Durfee High,137,228,52,25,  53.0
Fall River - B M C Durfee High,144,124,104,67,  42.0
Fall River - B M C Durfee High,76,150,145,28,N/A
Fall River - Resiliency Preparatory School,0,6,5,1, 
Fall River - Resiliency Preparatory School,0,1,5,5, 
Falmouth - Falmouth High,123,65,2,1,  59.0
Falmouth - Falmouth High,117,55,10,10,  32.0
Falmouth - Falmouth High,79,76,24,4,N/A
Fitchburg - Fitchburg High,63,139,49,27,  20.0
Fitchburg - Fitchburg High,77,68,75,56,  24.0
Fitchburg - Fitchburg High,35,81,98,30,N/A
Foxborough - Foxborough High,107,88,4,3,  44.0
Foxborough - Foxborough High,129,59,10,5,  20.0
Foxborough - Foxborough High,92,84,15,5,N/A
Framingham - Framingham High School,213,243,25,19,  49.0
Framingham - Framingham High School,289,134,46,30,  54.0
Framingham - Framingham High School,207,190,60,20,N/A
Franklin - Franklin High,269,137,6,6,  49.0
Franklin - Franklin High,289,86,28,15,  45.0
Franklin - Franklin High,240,142,18,8,N/A
Franklin County Regional Vocational Technical - Franklin County Technical,15,99,8,1,  44.5
Franklin County Regional Vocational Technical - Franklin County Technical,42,52,23,6,  62.0
Franklin County Regional Vocational Technical - Franklin County Technical,11,62,33,4,N/A
Freetown-Lakeville - Apponequet Regional High,112,73,3,0,  57.0
Freetown-Lakeville - Apponequet Regional High,132,42,13,1,  64.5
Freetown-Lakeville - Apponequet Regional High,76,79,26,0,N/A
Gardner - Gardner Academy for Learning and Technology,0,9,3,0, 
Gardner - Gardner Academy for Learning and Technology,0,4,6,2, 
Gateway - Gateway Regional High,19,30,3,1,  45.0
Gateway - Gateway Regional High,24,19,5,5,  55.5
Gateway - Gateway Regional High,14,23,12,1,N/A
Georgetown - Georgetown High School,59,35,2,0,  69.0
Georgetown - Georgetown High School,72,14,6,4,  74.0
Georgetown - Georgetown High School,37,42,6,3,N/A
Gill-Montague - Turners Fall High,17,26,6,3,  37.0
Gill-Montague - Turners Fall High,23,17,8,4,  22.0
Gill-Montague - Turners Fall High,8,21,11,4,N/A
Gloucester - Gloucester High,67,101,14,2,  35.0
Gloucester - Gloucester High,91,58,26,9,  50.0
Gloucester - Gloucester High,57,74,38,7,N/A
Grafton - Grafton High School,142,71,3,5,  54.0
Grafton - Grafton High School,155,44,14,8,  48.0
Grafton - Grafton High School,104,84,26,1,N/A
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,96,228,8,3,  48.0
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,142,125,57,10,  55.0
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,102,168,48,4,N/A
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,67,271,33,5,  53.0
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,137,152,68,22,  49.0
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,36,192,118,19,N/A
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,109,362,70,7,  45.0
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,189,192,127,40,  57.0
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,76,253,151,25,N/A
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,155,337,40,1,  43.0
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,221,218,77,16,  49.0
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,106,279,116,21,N/A
