Randolph,1.6,0.8,6.2,0.0,0.0,0.0,1.1,,
Reading,0.0,3.7,0.0,12.5,0.0,0.0,0.4,,
Revere,6.5,2.1,3.7,9.4,0.0,0.0,2.3,,
Rockland,0.0,0.0,3.1,0.0,0.0,0.0,1.0,,
Rockport,0.0,0.0,14.3,11.1,0.0,0.0,0.3,,
Salem,0.0,0.0,1.2,1.9,0.0,0.0,1.4,,
Sandwich,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,
Saugus,3.3,0.0,2.4,0.0,0.0,0.0,3.1,,
Scituate,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,
Seekonk,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,
Sharon,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
Shrewsbury,0.0,0.0,2.5,0.0,0.0,0.0,0.4,,
Somerville,2.9,2.1,5.2,0.0,0.0,0.0,2.6,,
Southbridge,0.0,0.0,2.9,0.0,0.0,0.0,6.6,,
South Hadley,0.0,0.0,4.7,0.0,0.0,0.0,1.6,,
Springfield,6.1,0.5,8.4,3.8,0.0,0.0,5.3,,
Stoneham,0.0,0.0,21.7,0.0,0.0,0.0,0.7,,
Stoughton,3.9,0.0,3.4,16.7,0.0,0.0,0.9,,
Sutton,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,
Swampscott,4.4,0.0,0.0,0.0,0.0,0.0,0.2,,
Swansea,0.0,0.0,0.0,0.0,0.0,0.0,1.3,,
Taunton,2.2,0.0,1.4,1.4,0.0,0.0,1.7,,
Tewksbury,0.0,7.7,0.0,0.0,0.0,0.0,1.3,,
Tyngsborough,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,
Uxbridge,0.0,0.0,0.0,0.0,0.0,0.0,1.2,,
Wakefield,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,
Walpole,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,
Waltham,2.6,0.0,6.8,2.8,0.0,0.0,2.7,,
Ware,28.6,0.0,9.1,0.0,0.0,0.0,4.7,,
Wareham,4.1,0.0,5.0,4.9,12.5,0.0,4.8,,
Watertown,0.0,3.2,6.0,0.0,0.0,0.0,1.3,,
Wayland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Webster,5.0,0.0,10.6,0.0,0.0,0.0,6.7,,
Wellesley,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,
Westborough,0.0,1.6,0.0,5.0,0.0,0.0,0.4,,
West Boylston,0.0,0.0,4.8,0.0,0.0,0.0,2.5,,
West Bridgewater,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,
Westfield,2.7,1.7,17.2,4.8,0.0,0.0,0.9,,
Westford,0.0,0.0,0.0,1.4,0.0,0.0,0.3,,
Weston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Westport,0.0,0.0,0.0,0.0,0.0,0.0,1.6,,
West Springfield,2.3,1.6,4.3,6.7,0.0,0.0,1.8,,
Westwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Weymouth,4.6,1.4,5.4,0.0,0.0,0.0,1.8,,
Wilmington,0.0,0.0,0.0,6.3,0.0,0.0,0.8,,
Winchendon,0.0,0.0,7.1,0.0,0.0,0.0,2.3,,
Winchester,0.0,0.0,2.9,0.0,0.0,0.0,0.2,,
Winthrop,9.1,0.0,0.0,0.0,0.0,0.0,3.4,,
Woburn,3.8,1.4,4.9,7.4,0.0,0.0,2.3,,
Worcester,1.4,0.5,3.4,1.6,3.4,0.0,2.4,,
Northampton-Smith Vocational Agricultural,0.0,0.0,1.8,0.0,0.0,0.0,0.3,,
Boston Green Academy Horace Mann Charter School,0.6,0.0,9.0,0.0,0.0,0.0,2.0,,
Academy Of the Pacific Rim Charter Public,2.4,0.0,6.5,0.0,0.0,0.0,0.0,,
Four Rivers Charter Public,0.0,0.0,0.0,0.0,0.0,0.0,3.2,,
Berkshire Arts and Technology Charter Public,0.0,0.0,0.0,0.0,0.0,0.0,3.9,,
Amesbury Academy Charter Public (District),0.0,0.0,0.0,0.0,0.0,0.0,11.9,,
Boston Preparatory Charter Public,0.8,0.0,3.9,0.0,0.0,0.0,0.0,,
Boston Day and Evening Academy Charter,16.8,0.0,24.6,27.3,0.0,0.0,17.9,,
KIPP Academy Lynn Charter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Advanced Math and Science Academy Charter (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Innovation Academy Charter,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,
Community Charter School of Cambridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
City on a Hill Charter Public School Circuit Street (District),2.7,0.0,2.3,0.0,0.0,0.0,0.0,,
Codman Academy Charter Public (District),2.4,0.0,4.3,0.0,0.0,0.0,0.0,,
Sabis International Charter,0.0,0.0,0.8,0.0,0.0,0.0,0.7,,
Abby Kelley Foster Charter Public (District),0.0,0.0,1.2,0.0,0.0,0.0,0.0,,
Foxborough Regional Charter,0.0,0.0,6.7,0.0,0.0,0.0,0.7,,
Boston Collegiate Charter,4.1,0.0,0.0,0.0,0.0,0.0,1.4,,
Edward M. Kennedy Academy for Health Careers,0.6,0.0,0.8,0.0,0.0,0.0,6.3,,
Lowell Middlesex Academy Charter,0.0,0.0,34.2,0.0,0.0,0.0,50.0,,
Martha\'s Vineyard Charter,0.0,0.0,0.0,0.0,0.0,0.0,2.9,,
New Liberty Charter School of Salem (District),0.0,0.0,55.0,0.0,0.0,0.0,50.0,,
Ma Academy for Math and Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MATCH Charter Public School (District),0.6,0.0,1.1,0.0,0.0,0.0,0.0,,
Mystic Valley Regional Charter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
The Sizer School: A North Central Charter Essential (District),10.0,0.0,13.5,0.0,0.0,0.0,3.2,,
Spirit of Knowledge Charter School (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Francis W. Parker Charter Essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pioneer Valley Performing Arts Charter Public,0.0,0.0,4.3,0.0,0.0,0.0,1.4,,
Rising Tide Charter Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Salem Academy Charter,0.0,0.0,0.0,0.0,0.0,0.0,3.4,,
Prospect Hill Academy Charter,1.6,0.0,1.6,0.0,0.0,0.0,0.0,,
South Shore Charter Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Sturgis Charter Public,0.0,0.0,0.0,2.2,0.0,0.0,0.1,,
Phoenix Charter Academy,36.0,0.0,54.4,0.0,0.0,0.0,53.3,,
Pioneer Charter School of Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Global Learning Charter Public,0.0,0.0,7.7,0.0,0.0,0.0,0.0,,
Pioneer Valley Chinese Immersion Charte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Hampden Charter School of Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Acton-Boxborough,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,
Adams-Cheshire,0.0,0.0,0.0,0.0,0.0,0.0,2.7,,
Amherst-Pelham,0.0,1.0,1.6,0.0,0.0,0.0,0.7,,
Ashburnham-Westminster,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,
Athol-Royalston,0.0,0.0,0.0,0.0,0.0,0.0,1.4,,
Ayer Shirley School District,10.0,0.0,5.7,0.0,0.0,0.0,2.9,,
Berkshire Hills,0.0,0.0,3.7,0.0,0.0,0.0,1.0,,
Berlin-Boylston,0.0,0.0,0.0,0.0,0.0,0.0,2.2,,
Blackstone-Millville,0.0,0.0,0.0,5.9,0.0,0.0,1.8,,
Bridgewater-Raynham,3.0,4.8,11.8,2.4,0.0,0.0,2.1,,
Central Berkshire,0.0,0.0,0.0,0.0,0.0,0.0,1.9,,
Concord-Carlisle,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,
Dennis-Yarmouth,2.7,0.0,5.2,0.0,12.5,0.0,1.8,,
Dighton-Rehoboth,0.0,8.3,0.0,0.0,0.0,0.0,1.0,,
Dover-Sherborn,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
Dudley-Charlton Reg,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,
Nauset,5.6,0.0,2.9,0.0,0.0,0.0,0.4,,
Freetown-Lakeville,0.0,0.0,0.0,6.7,0.0,0.0,0.5,,
Frontier,0.0,0.0,7.1,0.0,0.0,0.0,1.4,,
Gateway,0.0,0.0,0.0,0.0,0.0,0.0,2.3,,
Groton-Dunstable,0.0,2.7,0.0,0.0,0.0,0.0,0.1,,
Gill-Montague,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,
Hamilton-Wenham,11.1,0.0,0.0,6.7,0.0,0.0,0.8,,
Hampden-Wilbraham,2.0,0.0,1.8,5.3,0.0,0.0,0.2,,
Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,
King Philip,0.0,0.0,11.1,0.0,0.0,0.0,0.8,,
Lincoln-Sudbury,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
Manchester Essex Regional,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,
Martha\'s Vineyard,13.6,0.0,1.9,0.0,0.0,0.0,0.7,,
Masconomet,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
Mendon-Upton,0.0,0.0,6.3,0.0,0.0,0.0,1.0,,
Monomoy Regional School District,0.0,0.0,0.0,7.1,0.0,0.0,2.2,,
Mount Greylock,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,
Mohawk Trail,0.0,0.0,6.7,0.0,0.0,0.0,2.2,,
Narragansett,0.0,0.0,25.0,0.0,0.0,0.0,0.6,,
Nashoba,0.0,0.0,9.4,0.0,0.0,0.0,0.5,,
Northboro-Southboro,0.0,0.0,2.3,0.0,0.0,0.0,0.8,,
North Middlesex,0.0,0.0,0.0,12.5,0.0,0.0,0.4,,
Old Rochester,5.9,0.0,0.0,0.0,0.0,0.0,1.0,,
Pentucket,0.0,0.0,6.7,9.1,0.0,0.0,0.7,,
Pioneer Valley,0.0,0.0,0.0,0.0,0.0,0.0,2.4,,
Quabbin,0.0,0.0,7.1,4.2,0.0,0.0,2.1,,
Ralph C Mahar,0.0,0.0,7.7,0.0,0.0,0.0,3.9,,
Silver Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,
Somerset Berkley Regional School District,0.0,0.0,4.3,0.0,0.0,0.0,1.2,,
Southern Berkshire,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
Southwick-Tolland-Granville Regional School District,0.0,0.0,0.0,0.0,0.0,0.0,1.8,,
Spencer-E Brookfield,0.0,0.0,3.4,6.3,0.0,0.0,3.4,,
Tantasqua,0.0,0.0,2.0,0.0,12.5,0.0,0.8,,
Triton,0.0,0.0,0.0,16.7,0.0,0.0,1.9,,
Wachusett,2.2,0.0,1.4,0.0,0.0,0.0,0.9,,
Quaboag Regional,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,
Whitman-Hanson,4.2,0.0,0.0,0.0,0.0,0.0,0.8,,
Assabet Valley Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,
Blackstone Valley Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
Blue Hills Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
Bristol-Plymouth Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,
Cape Cod Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,1.9,,
Franklin County Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,1.6,,
Greater Fall River Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,
Greater Lawrence Regional Vocational Technical,0.0,0.0,1.1,0.0,0.0,0.0,1.1,,
Greater New Bedford Regional Vocational Technical,3.1,0.0,2.5,2.7,0.0,0.0,1.7,,
Greater Lowell Regional Vocational Technical,0.0,0.3,0.5,0.0,0.0,0.0,0.3,,
South Middlesex Regional Vocational Technical,0.0,0.0,0.9,0.0,0.0,0.0,0.7,,
Minuteman Regional Vocational Technical,0.0,0.0,5.7,0.0,0.0,0.0,0.9,,
Montachusett Regional Vocational Technical,0.0,0.0,0.5,0.0,0.0,0.0,0.4,,
Northern Berkshire Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,1.7,,
Nashoba Valley Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,
Northeast Metropolitan Regional Vocational Technical,2.5,0.0,0.6,0.0,0.0,0.0,0.6,,
North Shore Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,
Old Colony Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,
Pathfinder Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,1.2,,
Shawsheen Valley Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,
