Abington,0.0,0.0,0.0,25.0,0.0,0.0,0.5
Agawam,0.0,0.0,7.0,8.7,0.0,0.0,0.5
Amesbury,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Andover,0.0,0.0,2.2,0.0,0.0,0.0,0.2
Arlington,5.7,0.0,1.4,0.0,0.0,0.0,0.5
Ashland,0.0,1.5,1.4,0.0,50.0,0.0,1.0
Attleboro,0.0,2.9,4.2,4.4,0.0,0.0,1.8
Auburn,0.0,0.0,0.0,0.0,0.0,0.0,1.4
Avon,0.0,0.0,0.0,0.0,0.0,0.0,1.3
Barnstable,3.1,0.0,2.5,1.8,12.5,0.0,1.1
Bedford,1.6,0.0,0.0,0.0,0.0,0.0,0.2
Belchertown,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Bellingham,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Belmont,0.0,0.0,2.3,0.0,0.0,0.0,0.1
Beverly,0.0,2.9,1.4,0.0,0.0,0.0,0.9
Billerica,3.8,0.0,2.0,0.0,0.0,0.0,1.6
Boston,4.9,0.6,5.1,3.9,9.6,0.0,3.6
Bourne,16.7,0.0,0.0,5.6,0.0,0.0,0.8
Braintree,1.0,0.5,1.6,7.7,0.0,50.0,0.9
Brockton,3.3,1.8,7.0,1.3,0.0,12.5,3.5
Brookline,0.7,0.6,1.0,1.3,0.0,0.0,0.3
Burlington,0.0,0.0,1.9,0.0,0.0,0.0,0.1
Cambridge,1.7,0.9,2.3,1.1,0.0,0.0,0.8
Canton,0.0,0.0,0.0,2.7,0.0,0.0,0.6
Carver,12.5,0.0,0.0,0.0,0.0,0.0,0.5
Chelmsford,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Chelsea,1.0,0.0,6.7,0.0,0.0,0.0,7.0
Chicopee,3.8,0.0,4.3,4.7,0.0,0.0,2.0
Clinton,0.0,0.0,2.3,0.0,0.0,0.0,0.7
Cohasset,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danvers,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Dartmouth,0.0,25.0,0.0,0.0,0.0,0.0,1.7
Dedham,0.0,0.0,1.9,0.0,0.0,0.0,0.8
Douglas,0.0,0.0,0.0,0.0,0.0,0.0,2.4
Dracut,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Duxbury,0.0,0.0,0.0,0.0,0.0,0.0,0.1
East Bridgewater,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Easthampton,0.0,0.0,5.5,0.0,0.0,0.0,0.8
East Longmeadow,0.0,0.0,2.5,0.0,0.0,0.0,0.5
Easton,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Everett,3.2,0.0,6.4,4.3,0.0,0.0,3.5
Fairhaven,20.0,0.0,2.8,0.0,0.0,0.0,0.7
Fall River,8.0,2.5,7.4,2.0,0.0,0.0,4.3
Falmouth,2.4,0.0,2.9,0.0,0.0,0.0,1.0
Fitchburg,1.1,0.0,3.6,2.9,0.0,0.0,5.4
Foxborough,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Framingham,2.7,2.3,8.0,1.8,0.0,0.0,2.7
Franklin,6.9,0.0,2.7,0.0,0.0,0.0,0.3
Gardner,10.5,0.0,2.5,3.8,0.0,0.0,1.0
Georgetown,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Gloucester,0.0,0.0,4.9,6.3,0.0,0.0,1.3
Grafton,0.0,0.0,6.9,0.0,0.0,0.0,0.4
Granby,0.0,0.0,0.0,0.0,0.0,0.0,1.4
Greenfield,0.0,0.0,2.0,0.0,0.0,0.0,0.8
Hadley,12.5,0.0,0.0,0.0,0.0,0.0,1.6
Hanover,0.0,0.0,14.3,0.0,0.0,0.0,0.0
Harvard,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hatfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haverhill,4.5,2.5,3.0,6.7,50.0,0.0,1.7
Hingham,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Holbrook,0.0,0.0,11.1,11.8,0.0,0.0,3.1
Holliston,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Holyoke,5.1,21.4,6.7,0.0,0.0,0.0,1.9
Hopedale,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Hopkinton,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Hudson,7.7,0.0,13.0,9.1,0.0,0.0,1.7
